record number,datetime,season,holiday,weather,temp,humidity,windspeed,casual,registered,all_users
8353,7/15/11 23:00,3,0,1,23,61,11.00,41,126,167
8354,4/25/12 0:00,2,0,1,13,38,0.00,13,23,36
8355,7/2/12 3:00,3,0,2,27,54,28.00,0,5,5
8356,3/3/12 17:00,1,0,1,16,23,22.00,106,279,385
8357,7/13/12 17:00,3,0,2,31,36,11.00,138,697,835
8358,11/4/11 12:00,4,0,2,15,55,33.00,44,152,196
8359,5/22/12 1:00,2,0,2,20,83,9.00,11,16,27
8360,5/14/12 14:00,2,0,2,22,73,17.00,43,128,171
8361,5/6/11 18:00,2,0,3,18,52,24.00,85,385,470
8362,8/19/12 10:00,3,0,2,25,69,0.00,138,287,425
8363,7/6/12 12:00,3,0,1,35,28,7.00,111,220,331
8364,1/26/12 19:00,1,0,2,11,76,7.00,11,302,313
8365,5/28/11 18:00,2,0,1,27,62,17.00,173,211,384
8366,10/4/11 9:00,4,0,1,14,67,17.00,19,167,186
8367,12/22/11 6:00,1,0,1,9,87,0.00,1,61,62
8368,5/11/11 12:00,2,0,1,21,56,0.00,41,185,226
8369,5/9/12 10:00,2,0,2,22,65,17.00,40,113,153
8370,6/14/12 5:00,2,0,2,21,56,17.00,0,40,40
8371,12/16/11 5:00,4,0,1,15,44,26.00,0,25,25
8372,7/27/12 8:00,3,0,1,29,66,6.00,34,642,676
8373,3/22/11 16:00,2,0,1,16,42,7.00,40,125,165
8374,12/10/12 8:00,4,0,2,12,100,17.00,9,575,584
8375,10/4/12 22:00,4,0,1,23,47,9.00,29,203,232
8376,3/3/12 19:00,1,0,1,14,33,11.00,34,191,225
8377,6/10/12 18:00,2,0,1,32,38,15.00,164,326,490
8378,3/27/12 12:00,2,0,1,7,31,11.00,34,186,220
8379,2/16/12 6:00,1,0,2,6,70,6.00,4,81,85
8380,8/8/11 23:00,3,0,1,28,66,7.00,19,53,72
8381,3/1/12 6:00,1,0,2,12,94,0.00,2,106,108
8382,2/14/12 23:00,1,0,2,9,50,6.00,2,55,57
8383,8/13/11 9:00,3,0,2,26,74,11.00,70,137,207
8384,3/16/11 1:00,1,0,3,6,100,20.00,1,2,3
8385,4/18/12 12:00,2,0,3,14,51,7.00,15,95,110
8386,6/9/12 20:00,2,0,1,29,35,15.00,125,238,363
8387,6/19/11 8:00,2,0,3,25,74,7.00,25,59,84
8388,7/4/11 0:00,3,1,1,23,83,9.00,63,77,140
8389,8/8/11 0:00,3,0,1,26,79,7.00,13,17,30
8390,10/20/11 7:00,4,0,1,12,77,30.00,15,299,314
8391,11/8/12 10:00,4,0,1,7,31,22.00,13,148,161
8392,5/20/11 5:00,2,0,1,13,94,7.00,0,28,28
8393,9/22/12 23:00,3,0,1,22,50,13.00,34,137,171
8394,3/15/11 23:00,1,0,2,7,87,11.00,1,17,18
8395,5/28/12 12:00,2,1,1,29,62,9.00,233,291,524
8396,12/14/11 20:00,4,0,2,8,66,7.00,6,167,173
8397,10/8/12 3:00,4,1,1,8,81,7.00,2,8,10
8398,3/5/11 8:00,1,0,2,6,100,20.00,11,34,45
8399,10/16/12 8:00,4,0,1,13,62,0.00,35,800,835
8400,11/25/12 13:00,4,0,2,4,41,11.00,37,158,195
8401,1/23/12 10:00,1,0,2,1,93,0.00,10,139,149
8402,2/14/11 3:00,1,0,1,8,46,15.00,1,1,2
8403,5/12/12 20:00,2,0,1,22,46,11.00,113,174,287
8404,3/15/12 0:00,1,0,1,18,49,9.00,14,46,60
8405,6/28/11 16:00,3,0,1,34,47,19.00,41,220,261
8406,10/4/12 23:00,4,0,1,21,56,6.00,18,137,155
8407,9/3/12 0:00,3,1,2,24,94,0.00,42,62,104
8408,2/2/12 10:00,1,0,3,12,77,7.00,6,72,78
8409,1/15/11 11:00,1,0,1,1,55,15.00,18,54,72
8410,12/12/11 3:00,4,0,1,0,74,0.00,0,2,2
8411,5/5/11 16:00,2,0,1,20,24,28.00,36,233,269
8412,7/28/12 8:00,3,0,1,28,66,11.00,36,127,163
8413,2/10/12 18:00,1,0,3,6,61,9.00,14,343,357
8414,5/31/12 10:00,2,0,1,26,39,26.00,65,155,220
8415,3/1/12 19:00,1,0,1,15,41,22.00,11,316,327
8416,7/28/11 1:00,3,0,1,27,51,0.00,3,26,29
8417,11/26/12 15:00,4,0,1,12,35,6.00,49,181,230
8418,10/23/12 6:00,4,0,1,11,82,6.00,6,152,158
8419,1/3/12 0:00,1,0,1,1,51,17.00,0,13,13
8420,1/17/12 20:00,1,0,1,14,63,24.00,11,169,180
8421,10/27/11 9:00,4,0,2,16,82,11.00,16,154,170
8422,12/10/12 17:00,4,0,2,15,82,19.00,38,578,616
8423,11/17/12 17:00,4,0,1,10,40,11.00,101,302,403
8424,7/14/12 1:00,3,0,2,26,51,7.00,13,105,118
8425,7/25/11 1:00,3,0,2,29,75,6.00,4,8,12
8426,8/1/12 11:00,3,0,1,29,58,6.00,54,180,234
8427,12/13/11 6:00,4,0,1,1,80,0.00,0,91,91
8428,7/5/11 15:00,3,0,1,32,43,0.00,51,111,162
8429,2/21/12 0:00,1,0,1,4,65,0.00,1,11,12
8430,5/7/12 23:00,2,0,2,18,45,13.00,21,92,113
8431,7/9/11 11:00,3,0,1,30,46,20.00,101,188,289
8432,3/22/12 13:00,2,0,1,20,78,6.00,83,213,296
8433,9/7/11 11:00,3,0,3,21,94,0.00,1,9,10
8434,11/24/11 16:00,4,1,1,16,34,19.00,48,66,114
8435,1/14/12 13:00,1,0,1,2,44,19.00,38,182,220
8436,11/6/12 6:00,4,0,1,2,69,9.00,6,143,149
8437,7/20/11 17:00,3,0,1,33,59,13.00,50,405,455
8438,2/3/12 8:00,1,0,1,3,65,15.00,12,428,440
8439,9/30/12 4:00,4,0,1,14,67,6.00,1,6,7
8440,1/21/12 9:00,1,0,2,-1,93,17.00,2,40,42
8441,12/6/12 3:00,4,0,1,2,55,13.00,0,2,2
8442,3/7/12 3:00,1,0,1,6,56,24.00,1,2,3
8443,9/16/12 10:00,3,0,1,22,50,7.00,160,330,490
8444,7/14/12 0:00,3,0,2,27,48,6.00,35,156,191
8445,4/22/12 11:00,2,0,3,10,87,20.00,7,70,77
8446,5/6/11 3:00,2,0,1,9,71,7.00,3,6,9
8447,9/17/12 15:00,3,0,2,23,65,17.00,82,256,338
8448,4/4/11 13:00,2,0,1,25,34,22.00,47,92,139
8449,10/5/12 1:00,4,0,1,18,68,7.00,3,43,46
8450,10/19/11 19:00,4,0,2,21,88,9.00,8,189,197
8451,2/25/12 11:00,1,0,1,6,39,41.00,23,187,210
8452,4/8/12 22:00,2,0,1,16,36,15.00,33,84,117
8453,10/3/12 17:00,4,0,1,26,65,0.00,84,833,917
8454,1/19/11 4:00,1,0,3,2,93,9.00,1,1,2
8455,7/28/11 0:00,3,0,1,26,51,9.00,14,31,45
8456,10/14/11 11:00,4,0,3,17,88,11.00,11,76,87
8457,4/17/12 4:00,2,0,1,24,44,15.00,3,5,8
8458,4/8/11 20:00,2,0,2,6,93,22.00,12,51,63
8459,7/13/12 16:00,3,0,2,31,36,15.00,111,381,492
8460,7/25/12 6:00,3,0,1,23,65,13.00,11,179,190
8461,6/6/11 10:00,2,0,1,27,51,15.00,31,64,95
8462,10/11/11 7:00,4,0,2,17,88,6.00,19,330,349
8463,1/28/12 2:00,1,0,1,4,60,0.00,3,38,41
8464,5/2/11 14:00,2,0,1,23,69,15.00,48,133,181
8465,3/13/12 2:00,1,0,3,17,72,20.00,0,1,1
8466,4/2/12 1:00,2,0,3,12,88,6.00,0,5,5
8467,10/2/11 15:00,4,0,3,9,81,17.00,29,144,173
8468,3/15/11 9:00,1,0,2,6,70,0.00,10,147,157
8469,5/4/11 8:00,2,0,3,8,93,26.00,5,71,76
8470,9/2/12 20:00,3,0,2,26,84,11.00,63,41,104
8471,1/25/12 11:00,1,0,2,6,61,20.00,52,104,156
8472,9/15/12 6:00,3,0,1,18,49,28.00,6,27,33
8473,3/15/11 5:00,1,0,1,3,75,13.00,0,11,11
8474,4/9/11 13:00,2,0,2,9,81,0.00,114,108,222
8475,1/12/12 8:00,1,0,1,7,81,13.00,11,497,508
8476,9/30/12 23:00,4,0,1,15,72,6.00,8,49,57
8477,2/27/12 11:00,1,0,1,9,43,17.00,11,92,103
8478,1/5/12 1:00,1,0,1,1,51,6.00,0,5,5
8479,12/16/11 1:00,4,0,1,16,72,15.00,3,28,31
8480,4/16/11 18:00,2,0,2,16,94,26.00,6,32,38
8481,10/9/11 8:00,4,0,1,14,88,0.00,25,82,107
8482,6/21/12 0:00,3,0,1,28,70,6.00,16,53,69
8483,11/14/11 4:00,4,0,1,13,67,15.00,0,5,5
8484,11/25/12 19:00,4,0,1,4,41,0.00,13,114,127
8485,6/3/11 19:00,2,0,1,25,26,19.00,53,338,391
8486,8/29/12 6:00,3,0,1,21,73,13.00,6,175,181
8487,11/19/11 12:00,4,0,1,11,35,19.00,93,218,311
8488,4/8/11 6:00,2,0,2,8,87,0.00,2,33,35
8489,1/13/11 14:00,1,0,1,2,41,26.00,3,39,42
8490,4/21/11 0:00,2,0,1,19,43,24.00,11,33,44
8491,10/21/11 21:00,4,0,1,12,58,11.00,31,112,143
8492,4/10/12 6:00,2,0,1,8,71,7.00,3,99,102
8493,4/5/12 19:00,2,0,1,15,31,17.00,64,423,487
8494,2/3/12 3:00,1,0,1,5,56,20.00,0,4,4
8495,3/30/11 10:00,2,0,2,8,46,15.00,13,51,64
8496,9/28/11 11:00,4,0,2,24,83,7.00,24,127,151
8497,12/5/12 5:00,4,0,1,16,59,19.00,1,48,49
8498,7/16/12 21:00,3,0,1,29,66,9.00,45,283,328
8499,9/12/11 6:00,3,0,1,19,83,0.00,1,107,108
8500,12/16/12 20:00,4,0,2,10,82,0.00,14,108,122
8501,6/20/11 23:00,2,0,1,22,78,17.00,10,49,59
8502,2/18/11 6:00,1,0,2,13,72,11.00,2,48,50
8503,11/9/11 6:00,4,0,1,6,87,0.00,0,98,98
8504,3/7/11 17:00,1,0,1,8,29,24.00,27,206,233
8505,10/31/11 12:00,4,0,1,12,44,15.00,30,140,170
8506,2/29/12 2:00,1,0,1,6,56,15.00,0,4,4
8507,1/15/11 22:00,1,0,2,6,42,7.00,0,26,26
8508,10/4/11 13:00,4,0,1,19,56,20.00,20,153,173
8509,6/28/12 23:00,3,0,1,28,48,9.00,26,145,171
8510,11/27/11 18:00,4,0,1,16,63,11.00,25,130,155
8511,4/10/11 20:00,2,0,1,14,82,9.00,21,71,92
8512,4/1/12 1:00,2,0,2,9,76,11.00,13,49,62
8513,10/6/11 10:00,4,0,1,17,52,0.00,24,105,129
8514,9/5/12 19:00,3,0,1,28,70,11.00,64,598,662
8515,2/14/12 20:00,1,0,2,10,46,9.00,6,178,184
8516,7/7/12 21:00,3,0,1,35,37,13.00,51,150,201
8517,11/15/12 19:00,4,0,2,8,61,9.00,11,375,386
8518,9/17/11 14:00,3,0,2,17,72,13.00,123,174,297
8519,10/24/11 21:00,4,0,1,14,87,7.00,12,114,126
8520,6/20/11 15:00,2,0,1,24,61,9.00,66,139,205
8521,4/5/11 18:00,2,0,1,10,40,33.00,19,247,266
8522,5/15/12 4:00,2,0,3,19,94,0.00,1,4,5
8523,3/30/12 0:00,2,0,1,11,47,20.00,10,48,58
8524,1/23/11 14:00,1,0,1,-1,28,24.00,17,93,110
8525,2/25/12 5:00,1,0,2,6,42,20.00,0,3,3
8526,2/19/12 7:00,1,0,2,3,52,19.00,2,12,14
8527,9/11/12 8:00,3,0,1,18,68,6.00,48,702,750
8528,1/6/11 7:00,1,0,2,71,59,0.00,0,95,95
8529,2/5/11 11:00,1,0,3,2,100,9.00,1,46,47
8530,3/30/12 22:00,2,0,1,9,71,11.00,23,129,152
8531,5/23/12 0:00,2,0,1,22,78,9.00,19,28,47
8532,12/1/11 13:00,4,0,1,11,40,15.00,17,137,154
8533,1/6/12 10:00,1,0,1,4,65,13.00,14,102,116
8534,1/5/12 15:00,1,0,1,9,34,19.00,6,113,119
8535,11/18/12 22:00,4,0,2,9,66,17.00,8,66,74
8536,11/10/11 23:00,4,0,2,8,57,11.00,9,73,82
8537,2/25/11 13:00,1,0,3,18,60,31.00,6,77,83
8538,2/27/12 2:00,1,0,1,4,70,20.00,0,4,4
8539,9/25/11 19:00,4,0,1,23,83,9.00,87,242,329
8540,1/22/11 18:00,1,0,1,-5,35,13.00,0,54,54
8541,3/17/12 16:00,1,0,1,23,50,0.00,367,318,685
8542,12/28/11 7:00,1,0,1,7,57,17.00,4,106,110
8543,1/5/12 6:00,1,0,2,1,75,9.00,0,78,78
8544,9/23/11 0:00,4,0,2,22,94,6.00,11,41,52
8545,5/16/12 8:00,2,0,1,20,83,0.00,33,612,645
8546,8/26/12 7:00,3,0,1,23,89,13.00,11,23,34
8547,3/28/11 8:00,2,0,1,1,34,15.00,15,238,253
8548,9/7/12 14:00,3,0,1,31,59,17.00,66,187,253
8549,8/9/12 9:00,3,0,1,29,66,11.00,54,299,353
8550,1/24/12 20:00,1,0,1,7,76,0.00,18,211,229
8551,4/24/11 5:00,2,0,1,16,94,6.00,5,7,12
8552,5/13/11 13:00,2,0,2,17,88,26.00,69,157,226
8553,3/18/11 9:00,1,0,1,14,63,15.00,18,191,209
8554,6/29/11 14:00,3,0,1,31,31,13.00,50,137,187
8555,9/24/11 13:00,4,0,1,23,78,0.00,170,288,458
8556,4/15/11 1:00,2,1,1,13,62,0.00,6,9,15
8557,3/24/11 12:00,2,0,2,6,70,22.00,12,82,94
8558,2/21/12 13:00,1,0,1,8,49,28.00,8,123,131
8559,1/8/12 4:00,1,0,1,7,49,17.00,2,4,6
8560,11/23/12 6:00,4,0,1,3,81,0.00,0,20,20
8561,11/11/12 20:00,4,0,1,13,62,11.00,54,146,200
8562,1/26/12 15:00,1,0,2,12,71,7.00,22,142,164
8563,5/15/12 6:00,2,0,3,19,94,15.00,2,22,24
8564,1/29/12 22:00,1,0,1,7,26,26.00,7,57,64
8565,4/8/12 20:00,2,0,1,19,28,28.00,65,146,211
8566,9/21/11 23:00,3,0,1,21,94,7.00,15,80,95
8567,11/5/11 16:00,4,0,1,11,40,15.00,128,207,335
8568,2/24/11 6:00,1,0,1,1,69,13.00,0,58,58
8569,12/9/11 2:00,4,0,1,3,70,0.00,2,10,12
8570,2/27/12 10:00,1,0,1,7,45,17.00,16,88,104
8571,6/2/11 16:00,2,0,1,31,22,33.00,63,255,318
8572,7/3/12 22:00,3,0,1,25,79,13.00,26,151,177
8573,10/21/11 2:00,4,0,1,10,66,11.00,6,12,18
8574,12/7/12 17:00,4,0,2,10,66,0.00,29,539,568
8575,10/2/12 8:00,4,0,3,21,88,0.00,6,128,134
8576,8/14/11 1:00,3,0,3,23,89,15.00,16,57,73
8577,9/12/12 6:00,3,0,1,16,72,6.00,6,199,205
8578,12/27/11 19:00,1,0,1,8,87,11.00,3,87,90
8579,9/25/11 21:00,4,0,1,22,94,6.00,24,113,137
8580,11/18/11 0:00,4,0,1,4,48,11.00,2,28,30
8581,9/23/11 16:00,4,0,3,22,94,0.00,5,51,56
8582,8/8/11 9:00,3,0,1,29,55,26.00,37,145,182
8583,8/9/12 14:00,3,0,1,35,32,15.00,86,161,247
8584,6/9/12 1:00,2,0,1,23,53,6.00,34,89,123
8585,5/31/11 19:00,2,0,1,30,62,7.00,39,246,285
8586,5/8/12 0:00,2,0,2,17,52,17.00,10,28,38
8587,12/5/11 21:00,4,0,2,13,88,6.00,10,166,176
8588,2/26/11 6:00,1,0,1,2,60,0.00,1,6,7
8589,8/6/12 4:00,3,0,2,27,74,9.00,3,8,11
8590,10/16/12 6:00,4,0,1,12,67,11.00,4,168,172
8591,10/27/11 7:00,4,0,2,14,94,6.00,9,128,137
8592,7/27/11 8:00,3,0,1,28,42,17.00,28,401,429
8593,10/9/12 0:00,4,0,2,10,82,15.00,9,22,31
8594,9/9/11 3:00,3,0,2,22,94,17.00,1,1,2
8595,8/24/12 7:00,3,0,2,23,78,0.00,13,412,425
8596,6/13/11 19:00,2,0,1,24,39,19.00,75,348,423
8597,9/30/11 14:00,4,0,2,23,47,20.00,93,173,266
8598,1/19/12 7:00,1,0,1,-3,54,6.00,2,202,204
8599,8/2/12 8:00,3,0,1,27,74,7.00,21,718,739
8600,2/29/12 20:00,1,0,3,12,88,11.00,2,95,97
8601,3/20/11 0:00,1,0,1,8,49,28.00,7,33,40
8602,12/7/11 0:00,4,0,1,13,100,13.00,3,29,32
8603,12/24/11 8:00,1,0,1,5,70,13.00,0,27,27
8604,3/12/11 12:00,1,0,1,8,53,19.00,51,107,158
8605,10/31/11 20:00,4,0,1,11,66,6.00,18,154,172
8606,5/21/11 1:00,2,0,1,17,72,0.00,8,64,72
8607,7/29/12 13:00,3,0,1,31,49,15.00,181,302,483
8608,10/26/11 5:00,4,0,1,12,71,15.00,0,21,21
8609,4/4/12 17:00,2,0,1,24,41,20.00,99,644,743
8610,1/27/12 5:00,1,0,2,12,94,22.00,0,24,24
8611,1/20/12 16:00,1,0,2,1,37,11.00,11,162,173
8612,3/8/12 22:00,1,0,1,19,49,22.00,12,141,153
8613,7/17/12 20:00,3,0,1,34,34,11.00,52,375,427
8614,3/5/11 13:00,1,0,2,14,67,19.00,60,129,189
8615,8/29/11 17:00,3,0,2,26,47,15.00,67,523,590
8616,6/25/11 11:00,3,0,1,28,42,0.00,122,209,331
8617,1/5/12 3:00,1,0,1,1,61,0.00,0,4,4
8618,5/9/11 4:00,2,0,1,12,82,11.00,0,4,4
8619,6/1/12 7:00,2,0,2,23,89,13.00,33,368,401
8620,2/23/12 19:00,1,0,1,16,39,6.00,20,347,367
8621,7/7/11 17:00,3,0,1,34,36,17.00,80,488,568
8622,2/5/12 14:00,1,0,1,6,61,11.00,40,202,242
8623,4/28/12 12:00,2,0,2,10,43,0.00,105,276,381
8624,1/18/12 23:00,1,0,1,-1,47,20.00,2,36,38
8625,9/10/11 10:00,3,0,1,26,65,17.00,85,233,318
8626,6/15/11 12:00,2,0,1,26,34,15.00,33,178,211
8627,8/8/11 11:00,3,0,1,32,48,24.00,89,89,178
8628,1/5/11 12:00,1,0,1,113.7560976,33,22.00,5,74,79
8629,8/3/11 22:00,3,0,3,25,89,7.00,11,66,77
8630,9/2/12 17:00,3,0,1,29,66,6.00,219,284,503
8631,12/23/11 19:00,1,0,1,8,53,13.00,1,74,75
8632,11/12/12 23:00,4,1,2,18,77,15.00,1,62,63
8633,4/12/12 19:00,2,0,1,14,31,20.00,50,383,433
8634,4/14/11 9:00,2,0,1,14,51,9.00,18,150,168
8635,9/21/12 19:00,3,0,1,23,65,17.00,95,493,588
8636,1/26/11 14:00,1,0,3,2,93,24.00,0,36,36
8637,6/18/11 9:00,2,0,1,26,61,15.00,62,156,218
8638,8/2/11 5:00,3,0,1,24,74,9.00,4,17,21
8639,3/23/11 14:00,2,0,2,9,87,7.00,13,71,84
8640,10/4/12 0:00,4,0,3,23,89,0.00,11,65,76
8641,12/25/11 13:00,1,0,1,7,70,17.00,40,39,79
8642,12/9/11 8:00,4,0,1,3,81,0.00,7,375,382
8643,6/3/12 22:00,2,0,1,22,50,26.00,61,165,226
8644,10/5/12 7:00,4,0,1,17,83,7.00,11,417,428
8645,10/10/12 15:00,4,0,1,21,40,11.00,58,261,319
8646,4/9/11 1:00,2,0,2,6,87,9.00,3,17,20
8647,11/20/12 8:00,4,0,1,8,71,9.00,16,649,665
8648,6/23/12 12:00,3,0,1,31,43,13.00,203,399,602
8649,10/5/11 13:00,4,0,1,23,41,15.00,30,188,218
8650,5/22/11 0:00,2,0,1,18,88,11.00,31,100,131
8651,8/4/11 20:00,3,0,2,26,74,13.00,41,245,286
8652,2/22/11 16:00,1,0,1,2,51,11.00,7,79,86
8653,3/20/11 17:00,1,0,1,11,35,19.00,83,140,223
8654,12/15/12 14:00,4,0,1,11,50,11.00,92,334,426
8655,1/25/12 10:00,1,0,2,4,70,22.00,30,110,140
8656,3/4/12 13:00,1,0,1,9,37,24.00,108,256,364
8657,2/7/11 7:00,1,0,1,0,86,0.00,6,89,95
8658,6/6/12 12:00,2,0,1,22,38,0.00,80,235,315
8659,10/7/12 19:00,4,0,2,11,82,7.00,17,97,114
8660,3/4/11 10:00,1,0,1,3,60,17.00,10,55,65
8661,5/25/12 21:00,2,0,1,26,65,9.00,62,193,255
8662,5/13/11 20:00,2,0,2,17,83,9.00,22,130,152
8663,5/13/11 11:00,2,0,2,17,83,11.00,56,89,145
8664,7/8/11 19:00,3,0,1,24,83,6.00,45,224,269
8665,10/10/11 13:00,4,1,1,27,37,0.00,146,219,365
8666,12/18/12 3:00,4,0,1,12,88,13.00,0,5,5
8667,12/2/12 17:00,4,0,3,11,76,13.00,59,244,303
8668,3/25/11 6:00,2,0,1,0,74,15.00,0,32,32
8669,11/29/11 23:00,4,0,1,9,76,26.00,0,52,52
8670,4/12/11 20:00,2,0,2,12,82,19.00,9,94,103
8671,2/1/11 10:00,1,0,2,-1,93,0.00,0,47,47
8672,12/6/11 17:00,4,0,2,14,100,15.00,13,248,261
8673,12/25/12 18:00,1,1,2,7,66,17.00,20,23,43
8674,2/6/11 3:00,1,0,1,4,60,6.00,3,10,13
8675,12/6/12 21:00,4,0,2,3,60,9.00,7,184,191
8676,7/5/12 10:00,3,0,1,34,44,24.00,69,117,186
8677,10/22/12 19:00,4,0,1,17,52,7.00,36,478,514
8678,5/13/12 20:00,2,0,2,24,50,19.00,67,163,230
8679,6/13/12 18:00,2,0,1,27,32,30.00,104,640,744
8680,9/1/12 14:00,3,0,2,34,44,11.00,240,274,514
8681,6/19/11 20:00,2,0,1,26,70,13.00,86,146,232
8682,2/27/11 13:00,1,0,1,12,47,0.00,90,169,259
8683,6/22/12 15:00,3,0,1,36,35,24.00,72,212,284
8684,7/29/11 4:00,3,0,1,27,84,9.00,2,4,6
8685,6/2/11 0:00,2,0,1,28,40,24.00,11,31,42
8686,11/21/12 2:00,4,0,1,5,87,7.00,2,6,8
8687,5/5/12 23:00,2,0,2,19,83,19.00,35,114,149
8688,4/28/11 21:00,2,0,1,19,46,9.00,27,166,193
8689,4/16/12 7:00,2,1,1,17,83,9.00,20,365,385
8690,7/18/12 17:00,3,0,1,28,70,17.00,35,335,370
8691,2/11/12 3:00,1,0,3,3,87,15.00,0,9,9
8692,2/16/11 6:00,1,0,1,1,55,15.00,1,31,32
8693,8/10/11 3:00,3,0,1,26,58,11.00,1,3,4
8694,5/13/11 5:00,2,0,2,16,88,13.00,1,24,25
8695,12/1/12 0:00,4,0,1,4,81,0.00,9,99,108
8696,4/23/12 14:00,2,0,3,9,62,30.00,12,101,113
8697,9/9/12 1:00,3,0,1,19,73,15.00,20,104,124
8698,11/24/12 22:00,4,0,1,3,44,17.00,7,69,76
8699,7/23/11 1:00,3,0,1,32,52,7.00,13,57,70
8700,8/5/12 17:00,3,0,1,32,46,17.00,122,260,382
8701,8/9/11 17:00,3,0,1,31,55,11.00,79,450,529
8702,5/20/11 8:00,2,0,1,18,68,0.00,41,474,515
8703,10/3/12 7:00,4,0,2,21,94,13.00,11,504,515
8704,2/3/12 14:00,1,0,1,9,46,15.00,22,148,170
8705,1/3/12 9:00,1,0,1,-1,50,19.00,8,145,153
8706,12/25/12 8:00,1,1,2,3,87,0.00,1,10,11
8707,4/27/12 4:00,2,0,1,12,44,17.00,0,6,6
8708,3/16/11 5:00,1,0,2,6,93,7.00,0,3,3
8709,2/14/12 6:00,1,0,2,4,56,0.00,1,88,89
8710,2/23/11 5:00,1,0,1,-3,50,7.00,0,8,8
8711,5/31/12 12:00,2,0,1,27,37,13.00,62,230,292
8712,2/11/11 17:00,1,0,1,6,24,0.00,18,193,211
8713,12/18/12 23:00,4,0,1,8,49,6.00,1,80,81
8714,10/15/12 22:00,4,0,1,16,59,19.00,8,118,126
8715,12/26/11 10:00,1,1,1,8,42,35.00,31,39,70
8716,7/11/12 13:00,3,0,2,31,42,11.00,65,208,273
8717,6/20/11 3:00,2,0,3,23,89,0.00,1,0,1
8718,6/19/12 1:00,2,0,2,21,78,11.00,1,13,14
8719,12/31/11 16:00,1,0,1,13,51,26.00,52,143,195
8720,9/24/12 5:00,4,0,1,14,63,0.00,2,35,37
8721,1/12/12 13:00,1,0,1,12,77,11.00,13,170,183
8722,8/5/11 0:00,3,0,1,24,74,7.00,13,41,54
8723,12/29/12 11:00,1,0,3,1,93,6.00,7,38,45
8724,1/10/11 1:00,1,0,1,-3,50,19.00,1,0,1
8725,12/16/11 11:00,4,0,2,8,42,20.00,9,134,143
8726,11/8/11 8:00,4,0,1,7,93,7.00,11,452,463
8727,4/18/11 17:00,2,0,1,20,49,19.00,66,361,427
8728,9/25/11 3:00,4,0,3,21,94,0.00,20,39,59
8729,6/25/12 5:00,3,0,1,24,74,11.00,1,42,43
8730,9/13/11 23:00,3,0,1,23,78,7.00,15,59,74
8731,10/5/12 8:00,4,0,1,20,64,0.00,36,749,785
8732,2/28/11 12:00,1,0,2,19,64,20.00,0,36,36
8733,5/17/12 13:00,2,0,1,22,41,13.00,86,241,327
8734,12/1/11 2:00,4,0,1,4,56,20.00,1,7,8
8735,10/20/12 23:00,4,0,1,12,58,0.00,27,136,163
8736,3/16/12 9:00,1,0,2,12,82,0.00,35,277,312
8737,10/16/12 3:00,4,0,1,12,67,7.00,0,2,2
8738,4/23/11 1:00,2,0,2,7,100,13.00,5,11,16
8739,4/23/11 23:00,2,0,2,18,88,11.00,31,86,117
8740,5/28/12 5:00,2,1,1,21,78,9.00,4,5,9
8741,12/16/11 22:00,4,0,2,6,49,11.00,6,100,106
8742,3/3/12 4:00,1,0,2,9,93,13.00,0,2,2
8743,4/25/12 18:00,2,0,1,21,20,19.00,60,647,707
8744,5/24/12 6:00,2,0,2,21,88,11.00,10,145,155
8745,2/23/12 6:00,1,0,1,9,87,13.00,3,87,90
8746,1/28/11 22:00,1,0,1,3,65,24.00,0,26,26
8747,8/30/11 0:00,3,0,1,19,73,9.00,10,17,27
8748,7/5/12 5:00,3,0,1,27,62,0.00,1,28,29
8749,2/14/12 18:00,1,0,2,10,46,20.00,8,397,405
8750,12/27/12 13:00,1,0,1,6,49,31.00,19,99,118
8751,10/4/12 10:00,4,0,2,24,83,9.00,27,150,177
8752,8/9/11 8:00,3,0,1,28,66,0.00,40,350,390
8753,11/17/11 8:00,4,0,3,8,61,20.00,12,343,355
8754,10/28/12 19:00,4,0,3,12,94,24.00,7,47,54
8755,8/5/11 1:00,3,0,1,23,78,6.00,3,16,19
8756,12/30/12 17:00,1,0,1,4,41,22.00,26,97,123
8757,3/12/12 7:00,1,0,1,8,53,7.00,9,258,267
8758,6/7/12 10:00,2,0,1,21,64,6.00,56,154,210
8759,9/9/12 17:00,3,0,1,26,37,17.00,213,458,671
8760,12/8/12 21:00,4,0,2,9,100,0.00,34,175,209
8761,5/14/11 6:00,2,0,2,16,88,7.00,2,9,11
8762,5/11/12 6:00,2,0,1,12,50,17.00,7,128,135
8763,5/2/12 8:00,2,0,2,19,88,0.00,26,639,665
8764,5/12/11 1:00,2,0,1,14,88,15.00,1,16,17
8765,4/24/12 9:00,2,0,1,11,47,24.00,6,302,308
8766,12/25/12 16:00,1,1,2,9,50,17.00,48,38,86
8767,11/24/12 6:00,4,0,1,3,44,19.00,1,9,10
8768,10/7/12 22:00,4,0,1,10,87,9.00,7,72,79
8769,11/15/12 5:00,4,0,2,6,61,15.00,3,34,37
8770,5/27/12 1:00,2,0,1,24,74,15.00,17,61,78
8771,6/12/12 14:00,2,0,3,23,89,17.00,12,48,60
8772,7/26/11 15:00,3,0,1,35,28,22.00,49,114,163
8773,6/14/11 18:00,2,0,1,22,51,22.00,65,471,536
8774,3/20/12 12:00,1,0,1,21,78,17.00,56,205,261
